mOTU2.0_cluster	mOTU2.0_cluster_name	mOTU2.0_cluster_id	Anaerobic	Aerotolerant	Facultative_aerobic	Microaerophilic	Aerobic
unknown Firmicutes [meta_mOTU_v2_5310]	unknown Firmicutes 	meta_mOTU_v2_5310	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5499]	unknown Firmicutes 	meta_mOTU_v2_5499	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5525]	unknown Firmicutes 	meta_mOTU_v2_5525	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5660]	unknown Firmicutes 	meta_mOTU_v2_5660	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5696]	unknown Firmicutes 	meta_mOTU_v2_5696	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5717]	unknown Firmicutes 	meta_mOTU_v2_5717	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5720]	unknown Firmicutes 	meta_mOTU_v2_5720	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5739]	unknown Firmicutes 	meta_mOTU_v2_5739	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5740]	unknown Firmicutes 	meta_mOTU_v2_5740	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5841]	unknown Firmicutes 	meta_mOTU_v2_5841	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5863]	unknown Firmicutes 	meta_mOTU_v2_5863	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5902]	unknown Firmicutes 	meta_mOTU_v2_5902	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5910]	unknown Firmicutes 	meta_mOTU_v2_5910	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5912]	unknown Firmicutes 	meta_mOTU_v2_5912	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5935]	unknown Firmicutes 	meta_mOTU_v2_5935	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5952]	unknown Firmicutes 	meta_mOTU_v2_5952	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_5998]	unknown Firmicutes 	meta_mOTU_v2_5998	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6015]	unknown Firmicutes 	meta_mOTU_v2_6015	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6058]	unknown Firmicutes 	meta_mOTU_v2_6058	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6091]	unknown Firmicutes 	meta_mOTU_v2_6091	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6106]	unknown Firmicutes 	meta_mOTU_v2_6106	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6148]	unknown Firmicutes 	meta_mOTU_v2_6148	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6179]	unknown Firmicutes 	meta_mOTU_v2_6179	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6228]	unknown Firmicutes 	meta_mOTU_v2_6228	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6237]	unknown Firmicutes 	meta_mOTU_v2_6237	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6244]	unknown Firmicutes 	meta_mOTU_v2_6244	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6277]	unknown Firmicutes 	meta_mOTU_v2_6277	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6303]	unknown Firmicutes 	meta_mOTU_v2_6303	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6322]	unknown Firmicutes 	meta_mOTU_v2_6322	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6331]	unknown Firmicutes 	meta_mOTU_v2_6331	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6346]	unknown Firmicutes 	meta_mOTU_v2_6346	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6449]	unknown Firmicutes 	meta_mOTU_v2_6449	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6506]	unknown Firmicutes 	meta_mOTU_v2_6506	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6542]	unknown Firmicutes 	meta_mOTU_v2_6542	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6577]	unknown Firmicutes 	meta_mOTU_v2_6577	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6582]	unknown Firmicutes 	meta_mOTU_v2_6582	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6595]	unknown Firmicutes 	meta_mOTU_v2_6595	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6596]	unknown Firmicutes 	meta_mOTU_v2_6596	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6711]	unknown Firmicutes 	meta_mOTU_v2_6711	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6719]	unknown Firmicutes 	meta_mOTU_v2_6719	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6730]	unknown Firmicutes 	meta_mOTU_v2_6730	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6753]	unknown Firmicutes 	meta_mOTU_v2_6753	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6758]	unknown Firmicutes 	meta_mOTU_v2_6758	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6840]	unknown Firmicutes 	meta_mOTU_v2_6840	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6848]	unknown Firmicutes 	meta_mOTU_v2_6848	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6870]	unknown Firmicutes 	meta_mOTU_v2_6870	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6906]	unknown Firmicutes 	meta_mOTU_v2_6906	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6909]	unknown Firmicutes 	meta_mOTU_v2_6909	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6936]	unknown Firmicutes 	meta_mOTU_v2_6936	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_6954]	unknown Firmicutes 	meta_mOTU_v2_6954	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7019]	unknown Firmicutes 	meta_mOTU_v2_7019	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7022]	unknown Firmicutes 	meta_mOTU_v2_7022	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7081]	unknown Firmicutes 	meta_mOTU_v2_7081	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7151]	unknown Firmicutes 	meta_mOTU_v2_7151	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7168]	unknown Firmicutes 	meta_mOTU_v2_7168	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7169]	unknown Firmicutes 	meta_mOTU_v2_7169	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7175]	unknown Firmicutes 	meta_mOTU_v2_7175	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7272]	unknown Firmicutes 	meta_mOTU_v2_7272	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7361]	unknown Firmicutes 	meta_mOTU_v2_7361	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7403]	unknown Firmicutes 	meta_mOTU_v2_7403	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7404]	unknown Firmicutes 	meta_mOTU_v2_7404	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7419]	unknown Firmicutes 	meta_mOTU_v2_7419	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7454]	unknown Firmicutes 	meta_mOTU_v2_7454	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7495]	unknown Firmicutes 	meta_mOTU_v2_7495	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7502]	unknown Firmicutes 	meta_mOTU_v2_7502	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7574]	unknown Firmicutes 	meta_mOTU_v2_7574	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7615]	unknown Firmicutes 	meta_mOTU_v2_7615	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7664]	unknown Firmicutes 	meta_mOTU_v2_7664	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7689]	unknown Firmicutes 	meta_mOTU_v2_7689	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7746]	unknown Firmicutes 	meta_mOTU_v2_7746	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7751]	unknown Firmicutes 	meta_mOTU_v2_7751	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7755]	unknown Firmicutes 	meta_mOTU_v2_7755	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7760]	unknown Firmicutes 	meta_mOTU_v2_7760	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7791]	unknown Firmicutes 	meta_mOTU_v2_7791	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Firmicutes [meta_mOTU_v2_7799]	unknown Firmicutes 	meta_mOTU_v2_7799	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flammeovirgaceae [meta_mOTU_v2_6868]	unknown Flammeovirgaceae 	meta_mOTU_v2_6868	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5317]	unknown Flavobacteriaceae 	meta_mOTU_v2_5317	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5327]	unknown Flavobacteriaceae 	meta_mOTU_v2_5327	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5328]	unknown Flavobacteriaceae 	meta_mOTU_v2_5328	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5355]	unknown Flavobacteriaceae 	meta_mOTU_v2_5355	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5381]	unknown Flavobacteriaceae 	meta_mOTU_v2_5381	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5387]	unknown Flavobacteriaceae 	meta_mOTU_v2_5387	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5399]	unknown Flavobacteriaceae 	meta_mOTU_v2_5399	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5428]	unknown Flavobacteriaceae 	meta_mOTU_v2_5428	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5429]	unknown Flavobacteriaceae 	meta_mOTU_v2_5429	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5433]	unknown Flavobacteriaceae 	meta_mOTU_v2_5433	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5441]	unknown Flavobacteriaceae 	meta_mOTU_v2_5441	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5444]	unknown Flavobacteriaceae 	meta_mOTU_v2_5444	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5446]	unknown Flavobacteriaceae 	meta_mOTU_v2_5446	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5456]	unknown Flavobacteriaceae 	meta_mOTU_v2_5456	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5485]	unknown Flavobacteriaceae 	meta_mOTU_v2_5485	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5490]	unknown Flavobacteriaceae 	meta_mOTU_v2_5490	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5516]	unknown Flavobacteriaceae 	meta_mOTU_v2_5516	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5523]	unknown Flavobacteriaceae 	meta_mOTU_v2_5523	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5604]	unknown Flavobacteriaceae 	meta_mOTU_v2_5604	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5622]	unknown Flavobacteriaceae 	meta_mOTU_v2_5622	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5679]	unknown Flavobacteriaceae 	meta_mOTU_v2_5679	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5684]	unknown Flavobacteriaceae 	meta_mOTU_v2_5684	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5704]	unknown Flavobacteriaceae 	meta_mOTU_v2_5704	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5714]	unknown Flavobacteriaceae 	meta_mOTU_v2_5714	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5752]	unknown Flavobacteriaceae 	meta_mOTU_v2_5752	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5762]	unknown Flavobacteriaceae 	meta_mOTU_v2_5762	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5781]	unknown Flavobacteriaceae 	meta_mOTU_v2_5781	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5816]	unknown Flavobacteriaceae 	meta_mOTU_v2_5816	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5821]	unknown Flavobacteriaceae 	meta_mOTU_v2_5821	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5832]	unknown Flavobacteriaceae 	meta_mOTU_v2_5832	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5854]	unknown Flavobacteriaceae 	meta_mOTU_v2_5854	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5870]	unknown Flavobacteriaceae 	meta_mOTU_v2_5870	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5919]	unknown Flavobacteriaceae 	meta_mOTU_v2_5919	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5938]	unknown Flavobacteriaceae 	meta_mOTU_v2_5938	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5988]	unknown Flavobacteriaceae 	meta_mOTU_v2_5988	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_5999]	unknown Flavobacteriaceae 	meta_mOTU_v2_5999	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6021]	unknown Flavobacteriaceae 	meta_mOTU_v2_6021	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6026]	unknown Flavobacteriaceae 	meta_mOTU_v2_6026	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6069]	unknown Flavobacteriaceae 	meta_mOTU_v2_6069	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6095]	unknown Flavobacteriaceae 	meta_mOTU_v2_6095	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6116]	unknown Flavobacteriaceae 	meta_mOTU_v2_6116	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6138]	unknown Flavobacteriaceae 	meta_mOTU_v2_6138	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6145]	unknown Flavobacteriaceae 	meta_mOTU_v2_6145	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6206]	unknown Flavobacteriaceae 	meta_mOTU_v2_6206	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6219]	unknown Flavobacteriaceae 	meta_mOTU_v2_6219	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6271]	unknown Flavobacteriaceae 	meta_mOTU_v2_6271	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6284]	unknown Flavobacteriaceae 	meta_mOTU_v2_6284	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6298]	unknown Flavobacteriaceae 	meta_mOTU_v2_6298	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6333]	unknown Flavobacteriaceae 	meta_mOTU_v2_6333	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6360]	unknown Flavobacteriaceae 	meta_mOTU_v2_6360	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6378]	unknown Flavobacteriaceae 	meta_mOTU_v2_6378	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6413]	unknown Flavobacteriaceae 	meta_mOTU_v2_6413	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6418]	unknown Flavobacteriaceae 	meta_mOTU_v2_6418	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6440]	unknown Flavobacteriaceae 	meta_mOTU_v2_6440	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6519]	unknown Flavobacteriaceae 	meta_mOTU_v2_6519	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6534]	unknown Flavobacteriaceae 	meta_mOTU_v2_6534	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6551]	unknown Flavobacteriaceae 	meta_mOTU_v2_6551	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6560]	unknown Flavobacteriaceae 	meta_mOTU_v2_6560	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6573]	unknown Flavobacteriaceae 	meta_mOTU_v2_6573	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6588]	unknown Flavobacteriaceae 	meta_mOTU_v2_6588	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6617]	unknown Flavobacteriaceae 	meta_mOTU_v2_6617	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6655]	unknown Flavobacteriaceae 	meta_mOTU_v2_6655	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6661]	unknown Flavobacteriaceae 	meta_mOTU_v2_6661	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6677]	unknown Flavobacteriaceae 	meta_mOTU_v2_6677	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6695]	unknown Flavobacteriaceae 	meta_mOTU_v2_6695	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6707]	unknown Flavobacteriaceae 	meta_mOTU_v2_6707	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6720]	unknown Flavobacteriaceae 	meta_mOTU_v2_6720	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6755]	unknown Flavobacteriaceae 	meta_mOTU_v2_6755	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6762]	unknown Flavobacteriaceae 	meta_mOTU_v2_6762	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6811]	unknown Flavobacteriaceae 	meta_mOTU_v2_6811	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6830]	unknown Flavobacteriaceae 	meta_mOTU_v2_6830	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6851]	unknown Flavobacteriaceae 	meta_mOTU_v2_6851	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6873]	unknown Flavobacteriaceae 	meta_mOTU_v2_6873	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6888]	unknown Flavobacteriaceae 	meta_mOTU_v2_6888	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6896]	unknown Flavobacteriaceae 	meta_mOTU_v2_6896	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6899]	unknown Flavobacteriaceae 	meta_mOTU_v2_6899	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_6988]	unknown Flavobacteriaceae 	meta_mOTU_v2_6988	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7033]	unknown Flavobacteriaceae 	meta_mOTU_v2_7033	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7042]	unknown Flavobacteriaceae 	meta_mOTU_v2_7042	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7047]	unknown Flavobacteriaceae 	meta_mOTU_v2_7047	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7098]	unknown Flavobacteriaceae 	meta_mOTU_v2_7098	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7109]	unknown Flavobacteriaceae 	meta_mOTU_v2_7109	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7126]	unknown Flavobacteriaceae 	meta_mOTU_v2_7126	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7144]	unknown Flavobacteriaceae 	meta_mOTU_v2_7144	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7194]	unknown Flavobacteriaceae 	meta_mOTU_v2_7194	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7234]	unknown Flavobacteriaceae 	meta_mOTU_v2_7234	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7244]	unknown Flavobacteriaceae 	meta_mOTU_v2_7244	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7252]	unknown Flavobacteriaceae 	meta_mOTU_v2_7252	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7256]	unknown Flavobacteriaceae 	meta_mOTU_v2_7256	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7283]	unknown Flavobacteriaceae 	meta_mOTU_v2_7283	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7285]	unknown Flavobacteriaceae 	meta_mOTU_v2_7285	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7299]	unknown Flavobacteriaceae 	meta_mOTU_v2_7299	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7347]	unknown Flavobacteriaceae 	meta_mOTU_v2_7347	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7358]	unknown Flavobacteriaceae 	meta_mOTU_v2_7358	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7383]	unknown Flavobacteriaceae 	meta_mOTU_v2_7383	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7428]	unknown Flavobacteriaceae 	meta_mOTU_v2_7428	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7500]	unknown Flavobacteriaceae 	meta_mOTU_v2_7500	#N/A	#N/A	#N/A	#N/A	#N/A
unknown Flavobacteriaceae [meta_mOTU_v2_7501]	unknown Flavobacteriaceae 	meta_mOTU_v2_7501	#N/A	#N/A	#N/A	#N/A	#N/A
