mOTU_ID,mOTU_name
meta_mOTU_v2_6437,unknown Eggerthellaceae [meta_mOTU_v2_6437]
meta_mOTU_v2_6813,unknown Eggerthellaceae [meta_mOTU_v2_6813]
meta_mOTU_v2_6052,unknown Eggerthellales [meta_mOTU_v2_6052]
meta_mOTU_v2_7241,unknown Enterobacterales [meta_mOTU_v2_7241]
meta_mOTU_v2_5738,unknown Erysipelotrichaceae [meta_mOTU_v2_5738]
meta_mOTU_v2_5801,unknown Erysipelotrichaceae [meta_mOTU_v2_5801]
meta_mOTU_v2_7790,unknown Erysipelotrichaceae [meta_mOTU_v2_7790]
meta_mOTU_v2_5436,unknown Erythrobacter [meta_mOTU_v2_5436]
meta_mOTU_v2_5830,unknown Erythrobacter [meta_mOTU_v2_5830]
meta_mOTU_v2_6621,unknown Erythrobacter [meta_mOTU_v2_6621]
meta_mOTU_v2_5463,unknown Eubacterium [meta_mOTU_v2_5463]
meta_mOTU_v2_6509,unknown Eubacterium [meta_mOTU_v2_6509]
meta_mOTU_v2_6657,unknown Eubacterium [meta_mOTU_v2_6657]
meta_mOTU_v2_7038,unknown Eubacterium [meta_mOTU_v2_7038]
meta_mOTU_v2_7116,unknown Eubacterium [meta_mOTU_v2_7116]
meta_mOTU_v2_7687,unknown Eubacterium [meta_mOTU_v2_7687]
meta_mOTU_v2_5786,unknown Euryarchaeota [meta_mOTU_v2_5786]
meta_mOTU_v2_5836,unknown Euryarchaeota [meta_mOTU_v2_5836]
meta_mOTU_v2_5920,unknown Euryarchaeota [meta_mOTU_v2_5920]
meta_mOTU_v2_6113,unknown Euryarchaeota [meta_mOTU_v2_6113]
meta_mOTU_v2_6300,unknown Euryarchaeota [meta_mOTU_v2_6300]
meta_mOTU_v2_6421,unknown Euryarchaeota [meta_mOTU_v2_6421]
meta_mOTU_v2_6436,unknown Euryarchaeota [meta_mOTU_v2_6436]
meta_mOTU_v2_6594,unknown Euryarchaeota [meta_mOTU_v2_6594]
meta_mOTU_v2_6610,unknown Euryarchaeota [meta_mOTU_v2_6610]
meta_mOTU_v2_6668,unknown Euryarchaeota [meta_mOTU_v2_6668]
meta_mOTU_v2_6996,unknown Euryarchaeota [meta_mOTU_v2_6996]
meta_mOTU_v2_7128,unknown Euryarchaeota [meta_mOTU_v2_7128]
meta_mOTU_v2_7264,unknown Euryarchaeota [meta_mOTU_v2_7264]
meta_mOTU_v2_7472,unknown Euryarchaeota [meta_mOTU_v2_7472]
meta_mOTU_v2_5779,unknown Faecalibacterium [meta_mOTU_v2_5779]
meta_mOTU_v2_5815,unknown Faecalibacterium [meta_mOTU_v2_5815]
meta_mOTU_v2_6452,unknown Faecalibacterium [meta_mOTU_v2_6452]
meta_mOTU_v2_6631,unknown Faecalibacterium [meta_mOTU_v2_6631]
meta_mOTU_v2_7143,unknown Faecalibacterium [meta_mOTU_v2_7143]
meta_mOTU_v2_7492,unknown Faecalibacterium [meta_mOTU_v2_7492]
meta_mOTU_v2_7718,unknown Faecalibacterium [meta_mOTU_v2_7718]
meta_mOTU_v2_5310,unknown Firmicutes [meta_mOTU_v2_5310]
meta_mOTU_v2_5499,unknown Firmicutes [meta_mOTU_v2_5499]
meta_mOTU_v2_5525,unknown Firmicutes [meta_mOTU_v2_5525]
meta_mOTU_v2_5660,unknown Firmicutes [meta_mOTU_v2_5660]
meta_mOTU_v2_5696,unknown Firmicutes [meta_mOTU_v2_5696]
meta_mOTU_v2_5717,unknown Firmicutes [meta_mOTU_v2_5717]
meta_mOTU_v2_5720,unknown Firmicutes [meta_mOTU_v2_5720]
meta_mOTU_v2_5739,unknown Firmicutes [meta_mOTU_v2_5739]
meta_mOTU_v2_5740,unknown Firmicutes [meta_mOTU_v2_5740]
meta_mOTU_v2_5841,unknown Firmicutes [meta_mOTU_v2_5841]
meta_mOTU_v2_5863,unknown Firmicutes [meta_mOTU_v2_5863]
meta_mOTU_v2_5902,unknown Firmicutes [meta_mOTU_v2_5902]
meta_mOTU_v2_5910,unknown Firmicutes [meta_mOTU_v2_5910]
meta_mOTU_v2_5912,unknown Firmicutes [meta_mOTU_v2_5912]
meta_mOTU_v2_5935,unknown Firmicutes [meta_mOTU_v2_5935]
meta_mOTU_v2_5952,unknown Firmicutes [meta_mOTU_v2_5952]
meta_mOTU_v2_5998,unknown Firmicutes [meta_mOTU_v2_5998]
meta_mOTU_v2_6015,unknown Firmicutes [meta_mOTU_v2_6015]
meta_mOTU_v2_6058,unknown Firmicutes [meta_mOTU_v2_6058]
meta_mOTU_v2_6091,unknown Firmicutes [meta_mOTU_v2_6091]
meta_mOTU_v2_6106,unknown Firmicutes [meta_mOTU_v2_6106]
meta_mOTU_v2_6148,unknown Firmicutes [meta_mOTU_v2_6148]
meta_mOTU_v2_6179,unknown Firmicutes [meta_mOTU_v2_6179]
meta_mOTU_v2_6228,unknown Firmicutes [meta_mOTU_v2_6228]
meta_mOTU_v2_6237,unknown Firmicutes [meta_mOTU_v2_6237]
meta_mOTU_v2_6244,unknown Firmicutes [meta_mOTU_v2_6244]
meta_mOTU_v2_6277,unknown Firmicutes [meta_mOTU_v2_6277]
meta_mOTU_v2_6303,unknown Firmicutes [meta_mOTU_v2_6303]
meta_mOTU_v2_6322,unknown Firmicutes [meta_mOTU_v2_6322]
meta_mOTU_v2_6331,unknown Firmicutes [meta_mOTU_v2_6331]
meta_mOTU_v2_6346,unknown Firmicutes [meta_mOTU_v2_6346]
meta_mOTU_v2_6449,unknown Firmicutes [meta_mOTU_v2_6449]
meta_mOTU_v2_6506,unknown Firmicutes [meta_mOTU_v2_6506]
meta_mOTU_v2_6542,unknown Firmicutes [meta_mOTU_v2_6542]
meta_mOTU_v2_6577,unknown Firmicutes [meta_mOTU_v2_6577]
meta_mOTU_v2_6582,unknown Firmicutes [meta_mOTU_v2_6582]
meta_mOTU_v2_6595,unknown Firmicutes [meta_mOTU_v2_6595]
meta_mOTU_v2_6596,unknown Firmicutes [meta_mOTU_v2_6596]
meta_mOTU_v2_6711,unknown Firmicutes [meta_mOTU_v2_6711]
meta_mOTU_v2_6719,unknown Firmicutes [meta_mOTU_v2_6719]
meta_mOTU_v2_6730,unknown Firmicutes [meta_mOTU_v2_6730]
meta_mOTU_v2_6753,unknown Firmicutes [meta_mOTU_v2_6753]
meta_mOTU_v2_6758,unknown Firmicutes [meta_mOTU_v2_6758]
meta_mOTU_v2_6840,unknown Firmicutes [meta_mOTU_v2_6840]
meta_mOTU_v2_6848,unknown Firmicutes [meta_mOTU_v2_6848]
meta_mOTU_v2_6870,unknown Firmicutes [meta_mOTU_v2_6870]
meta_mOTU_v2_6906,unknown Firmicutes [meta_mOTU_v2_6906]
meta_mOTU_v2_6909,unknown Firmicutes [meta_mOTU_v2_6909]
meta_mOTU_v2_6936,unknown Firmicutes [meta_mOTU_v2_6936]
meta_mOTU_v2_6954,unknown Firmicutes [meta_mOTU_v2_6954]
meta_mOTU_v2_7019,unknown Firmicutes [meta_mOTU_v2_7019]
meta_mOTU_v2_7022,unknown Firmicutes [meta_mOTU_v2_7022]
meta_mOTU_v2_7081,unknown Firmicutes [meta_mOTU_v2_7081]
meta_mOTU_v2_7151,unknown Firmicutes [meta_mOTU_v2_7151]
meta_mOTU_v2_7168,unknown Firmicutes [meta_mOTU_v2_7168]
meta_mOTU_v2_7169,unknown Firmicutes [meta_mOTU_v2_7169]
meta_mOTU_v2_7175,unknown Firmicutes [meta_mOTU_v2_7175]
meta_mOTU_v2_7272,unknown Firmicutes [meta_mOTU_v2_7272]
meta_mOTU_v2_7361,unknown Firmicutes [meta_mOTU_v2_7361]
meta_mOTU_v2_7403,unknown Firmicutes [meta_mOTU_v2_7403]
meta_mOTU_v2_7404,unknown Firmicutes [meta_mOTU_v2_7404]
meta_mOTU_v2_7419,unknown Firmicutes [meta_mOTU_v2_7419]
meta_mOTU_v2_7454,unknown Firmicutes [meta_mOTU_v2_7454]
meta_mOTU_v2_7495,unknown Firmicutes [meta_mOTU_v2_7495]
meta_mOTU_v2_7502,unknown Firmicutes [meta_mOTU_v2_7502]
meta_mOTU_v2_7574,unknown Firmicutes [meta_mOTU_v2_7574]
meta_mOTU_v2_7615,unknown Firmicutes [meta_mOTU_v2_7615]
meta_mOTU_v2_7664,unknown Firmicutes [meta_mOTU_v2_7664]
meta_mOTU_v2_7689,unknown Firmicutes [meta_mOTU_v2_7689]
meta_mOTU_v2_7746,unknown Firmicutes [meta_mOTU_v2_7746]
meta_mOTU_v2_7751,unknown Firmicutes [meta_mOTU_v2_7751]
meta_mOTU_v2_7755,unknown Firmicutes [meta_mOTU_v2_7755]
meta_mOTU_v2_7760,unknown Firmicutes [meta_mOTU_v2_7760]
meta_mOTU_v2_7791,unknown Firmicutes [meta_mOTU_v2_7791]
meta_mOTU_v2_7799,unknown Firmicutes [meta_mOTU_v2_7799]
meta_mOTU_v2_6868,unknown Flammeovirgaceae [meta_mOTU_v2_6868]
meta_mOTU_v2_5317,unknown Flavobacteriaceae [meta_mOTU_v2_5317]
meta_mOTU_v2_5327,unknown Flavobacteriaceae [meta_mOTU_v2_5327]
meta_mOTU_v2_5328,unknown Flavobacteriaceae [meta_mOTU_v2_5328]
meta_mOTU_v2_5355,unknown Flavobacteriaceae [meta_mOTU_v2_5355]
meta_mOTU_v2_5381,unknown Flavobacteriaceae [meta_mOTU_v2_5381]
meta_mOTU_v2_5387,unknown Flavobacteriaceae [meta_mOTU_v2_5387]
meta_mOTU_v2_5399,unknown Flavobacteriaceae [meta_mOTU_v2_5399]
meta_mOTU_v2_5428,unknown Flavobacteriaceae [meta_mOTU_v2_5428]
meta_mOTU_v2_5429,unknown Flavobacteriaceae [meta_mOTU_v2_5429]
meta_mOTU_v2_5433,unknown Flavobacteriaceae [meta_mOTU_v2_5433]
meta_mOTU_v2_5441,unknown Flavobacteriaceae [meta_mOTU_v2_5441]
meta_mOTU_v2_5444,unknown Flavobacteriaceae [meta_mOTU_v2_5444]
meta_mOTU_v2_5446,unknown Flavobacteriaceae [meta_mOTU_v2_5446]
meta_mOTU_v2_5456,unknown Flavobacteriaceae [meta_mOTU_v2_5456]
meta_mOTU_v2_5485,unknown Flavobacteriaceae [meta_mOTU_v2_5485]
meta_mOTU_v2_5490,unknown Flavobacteriaceae [meta_mOTU_v2_5490]
meta_mOTU_v2_5516,unknown Flavobacteriaceae [meta_mOTU_v2_5516]
meta_mOTU_v2_5523,unknown Flavobacteriaceae [meta_mOTU_v2_5523]
meta_mOTU_v2_5604,unknown Flavobacteriaceae [meta_mOTU_v2_5604]
meta_mOTU_v2_5622,unknown Flavobacteriaceae [meta_mOTU_v2_5622]
meta_mOTU_v2_5679,unknown Flavobacteriaceae [meta_mOTU_v2_5679]
meta_mOTU_v2_5684,unknown Flavobacteriaceae [meta_mOTU_v2_5684]
meta_mOTU_v2_5704,unknown Flavobacteriaceae [meta_mOTU_v2_5704]
meta_mOTU_v2_5714,unknown Flavobacteriaceae [meta_mOTU_v2_5714]
meta_mOTU_v2_5752,unknown Flavobacteriaceae [meta_mOTU_v2_5752]
meta_mOTU_v2_5762,unknown Flavobacteriaceae [meta_mOTU_v2_5762]
meta_mOTU_v2_5781,unknown Flavobacteriaceae [meta_mOTU_v2_5781]
meta_mOTU_v2_5816,unknown Flavobacteriaceae [meta_mOTU_v2_5816]
meta_mOTU_v2_5821,unknown Flavobacteriaceae [meta_mOTU_v2_5821]
meta_mOTU_v2_5832,unknown Flavobacteriaceae [meta_mOTU_v2_5832]
meta_mOTU_v2_5854,unknown Flavobacteriaceae [meta_mOTU_v2_5854]
meta_mOTU_v2_5870,unknown Flavobacteriaceae [meta_mOTU_v2_5870]
meta_mOTU_v2_5919,unknown Flavobacteriaceae [meta_mOTU_v2_5919]
meta_mOTU_v2_5938,unknown Flavobacteriaceae [meta_mOTU_v2_5938]
meta_mOTU_v2_5988,unknown Flavobacteriaceae [meta_mOTU_v2_5988]
meta_mOTU_v2_5999,unknown Flavobacteriaceae [meta_mOTU_v2_5999]
meta_mOTU_v2_6021,unknown Flavobacteriaceae [meta_mOTU_v2_6021]
meta_mOTU_v2_6026,unknown Flavobacteriaceae [meta_mOTU_v2_6026]
meta_mOTU_v2_6069,unknown Flavobacteriaceae [meta_mOTU_v2_6069]
meta_mOTU_v2_6095,unknown Flavobacteriaceae [meta_mOTU_v2_6095]
meta_mOTU_v2_6116,unknown Flavobacteriaceae [meta_mOTU_v2_6116]
meta_mOTU_v2_6138,unknown Flavobacteriaceae [meta_mOTU_v2_6138]
meta_mOTU_v2_6145,unknown Flavobacteriaceae [meta_mOTU_v2_6145]
meta_mOTU_v2_6206,unknown Flavobacteriaceae [meta_mOTU_v2_6206]
meta_mOTU_v2_6219,unknown Flavobacteriaceae [meta_mOTU_v2_6219]
meta_mOTU_v2_6271,unknown Flavobacteriaceae [meta_mOTU_v2_6271]
meta_mOTU_v2_6284,unknown Flavobacteriaceae [meta_mOTU_v2_6284]
meta_mOTU_v2_6298,unknown Flavobacteriaceae [meta_mOTU_v2_6298]
meta_mOTU_v2_6333,unknown Flavobacteriaceae [meta_mOTU_v2_6333]
meta_mOTU_v2_6360,unknown Flavobacteriaceae [meta_mOTU_v2_6360]
meta_mOTU_v2_6378,unknown Flavobacteriaceae [meta_mOTU_v2_6378]
meta_mOTU_v2_6413,unknown Flavobacteriaceae [meta_mOTU_v2_6413]
meta_mOTU_v2_6418,unknown Flavobacteriaceae [meta_mOTU_v2_6418]
meta_mOTU_v2_6440,unknown Flavobacteriaceae [meta_mOTU_v2_6440]
meta_mOTU_v2_6519,unknown Flavobacteriaceae [meta_mOTU_v2_6519]
meta_mOTU_v2_6534,unknown Flavobacteriaceae [meta_mOTU_v2_6534]
meta_mOTU_v2_6551,unknown Flavobacteriaceae [meta_mOTU_v2_6551]
meta_mOTU_v2_6560,unknown Flavobacteriaceae [meta_mOTU_v2_6560]
meta_mOTU_v2_6573,unknown Flavobacteriaceae [meta_mOTU_v2_6573]
meta_mOTU_v2_6588,unknown Flavobacteriaceae [meta_mOTU_v2_6588]
meta_mOTU_v2_6617,unknown Flavobacteriaceae [meta_mOTU_v2_6617]
meta_mOTU_v2_6655,unknown Flavobacteriaceae [meta_mOTU_v2_6655]
meta_mOTU_v2_6661,unknown Flavobacteriaceae [meta_mOTU_v2_6661]
meta_mOTU_v2_6677,unknown Flavobacteriaceae [meta_mOTU_v2_6677]
meta_mOTU_v2_6695,unknown Flavobacteriaceae [meta_mOTU_v2_6695]
meta_mOTU_v2_6707,unknown Flavobacteriaceae [meta_mOTU_v2_6707]
meta_mOTU_v2_6720,unknown Flavobacteriaceae [meta_mOTU_v2_6720]
meta_mOTU_v2_6755,unknown Flavobacteriaceae [meta_mOTU_v2_6755]
meta_mOTU_v2_6762,unknown Flavobacteriaceae [meta_mOTU_v2_6762]
meta_mOTU_v2_6811,unknown Flavobacteriaceae [meta_mOTU_v2_6811]
meta_mOTU_v2_6830,unknown Flavobacteriaceae [meta_mOTU_v2_6830]
meta_mOTU_v2_6851,unknown Flavobacteriaceae [meta_mOTU_v2_6851]
meta_mOTU_v2_6873,unknown Flavobacteriaceae [meta_mOTU_v2_6873]
meta_mOTU_v2_6888,unknown Flavobacteriaceae [meta_mOTU_v2_6888]
meta_mOTU_v2_6896,unknown Flavobacteriaceae [meta_mOTU_v2_6896]
meta_mOTU_v2_6899,unknown Flavobacteriaceae [meta_mOTU_v2_6899]
meta_mOTU_v2_6988,unknown Flavobacteriaceae [meta_mOTU_v2_6988]
meta_mOTU_v2_7033,unknown Flavobacteriaceae [meta_mOTU_v2_7033]
meta_mOTU_v2_7042,unknown Flavobacteriaceae [meta_mOTU_v2_7042]
meta_mOTU_v2_7047,unknown Flavobacteriaceae [meta_mOTU_v2_7047]
meta_mOTU_v2_7098,unknown Flavobacteriaceae [meta_mOTU_v2_7098]
meta_mOTU_v2_7109,unknown Flavobacteriaceae [meta_mOTU_v2_7109]
meta_mOTU_v2_7126,unknown Flavobacteriaceae [meta_mOTU_v2_7126]
meta_mOTU_v2_7144,unknown Flavobacteriaceae [meta_mOTU_v2_7144]
meta_mOTU_v2_7194,unknown Flavobacteriaceae [meta_mOTU_v2_7194]
meta_mOTU_v2_7234,unknown Flavobacteriaceae [meta_mOTU_v2_7234]
meta_mOTU_v2_7244,unknown Flavobacteriaceae [meta_mOTU_v2_7244]
meta_mOTU_v2_7252,unknown Flavobacteriaceae [meta_mOTU_v2_7252]
meta_mOTU_v2_7256,unknown Flavobacteriaceae [meta_mOTU_v2_7256]
meta_mOTU_v2_7283,unknown Flavobacteriaceae [meta_mOTU_v2_7283]
meta_mOTU_v2_7285,unknown Flavobacteriaceae [meta_mOTU_v2_7285]
meta_mOTU_v2_7299,unknown Flavobacteriaceae [meta_mOTU_v2_7299]
meta_mOTU_v2_7347,unknown Flavobacteriaceae [meta_mOTU_v2_7347]
meta_mOTU_v2_7358,unknown Flavobacteriaceae [meta_mOTU_v2_7358]
meta_mOTU_v2_7383,unknown Flavobacteriaceae [meta_mOTU_v2_7383]
meta_mOTU_v2_7428,unknown Flavobacteriaceae [meta_mOTU_v2_7428]
meta_mOTU_v2_7500,unknown Flavobacteriaceae [meta_mOTU_v2_7500]
meta_mOTU_v2_7501,unknown Flavobacteriaceae [meta_mOTU_v2_7501]
meta_mOTU_v2_7538,unknown Flavobacteriaceae [meta_mOTU_v2_7538]
meta_mOTU_v2_7540,unknown Flavobacteriaceae [meta_mOTU_v2_7540]
meta_mOTU_v2_7622,unknown Flavobacteriaceae [meta_mOTU_v2_7622]
meta_mOTU_v2_7624,unknown Flavobacteriaceae [meta_mOTU_v2_7624]
meta_mOTU_v2_7632,unknown Flavobacteriaceae [meta_mOTU_v2_7632]
meta_mOTU_v2_7675,unknown Flavobacteriaceae [meta_mOTU_v2_7675]
meta_mOTU_v2_7683,unknown Flavobacteriaceae [meta_mOTU_v2_7683]
meta_mOTU_v2_7706,unknown Flavobacteriaceae [meta_mOTU_v2_7706]
meta_mOTU_v2_7734,unknown Flavobacteriaceae [meta_mOTU_v2_7734]
meta_mOTU_v2_7738,unknown Flavobacteriaceae [meta_mOTU_v2_7738]
meta_mOTU_v2_7763,unknown Flavobacteriaceae [meta_mOTU_v2_7763]
meta_mOTU_v2_7764,unknown Flavobacteriaceae [meta_mOTU_v2_7764]
meta_mOTU_v2_7785,unknown Flavobacteriaceae [meta_mOTU_v2_7785]
meta_mOTU_v2_5400,unknown Flavobacteriales [meta_mOTU_v2_5400]
meta_mOTU_v2_5678,unknown Flavobacteriales [meta_mOTU_v2_5678]
meta_mOTU_v2_5878,unknown Flavobacteriales [meta_mOTU_v2_5878]
meta_mOTU_v2_6115,unknown Flavobacteriales [meta_mOTU_v2_6115]
meta_mOTU_v2_6196,unknown Flavobacteriales [meta_mOTU_v2_6196]
meta_mOTU_v2_6485,unknown Flavobacteriales [meta_mOTU_v2_6485]
meta_mOTU_v2_6698,unknown Flavobacteriales [meta_mOTU_v2_6698]
meta_mOTU_v2_6738,unknown Flavobacteriales [meta_mOTU_v2_6738]
meta_mOTU_v2_6783,unknown Flavobacteriales [meta_mOTU_v2_6783]
meta_mOTU_v2_6817,unknown Flavobacteriales [meta_mOTU_v2_6817]
meta_mOTU_v2_7106,unknown Flavobacteriales [meta_mOTU_v2_7106]
meta_mOTU_v2_7131,unknown Flavobacteriales [meta_mOTU_v2_7131]
meta_mOTU_v2_7309,unknown Flavobacteriales [meta_mOTU_v2_7309]
meta_mOTU_v2_7366,unknown Flavobacteriales [meta_mOTU_v2_7366]
meta_mOTU_v2_7489,unknown Flavobacteriales [meta_mOTU_v2_7489]
meta_mOTU_v2_6391,unknown Flavobacteriia [meta_mOTU_v2_6391]
meta_mOTU_v2_6771,unknown Flavobacteriia [meta_mOTU_v2_6771]
meta_mOTU_v2_7732,unknown Flavobacteriia [meta_mOTU_v2_7732]
meta_mOTU_v2_7776,unknown Fusobacteria [meta_mOTU_v2_7776]
meta_mOTU_v2_7742,unknown Fusobacteriaceae [meta_mOTU_v2_7742]
meta_mOTU_v2_5746,unknown Fusobacterium [meta_mOTU_v2_5746]
meta_mOTU_v2_6256,unknown Fusobacterium [meta_mOTU_v2_6256]
meta_mOTU_v2_6894,unknown Fusobacterium [meta_mOTU_v2_6894]
meta_mOTU_v2_7372,unknown Fusobacterium [meta_mOTU_v2_7372]
meta_mOTU_v2_5316,unknown Gammaproteobacteria [meta_mOTU_v2_5316]
meta_mOTU_v2_5320,unknown Gammaproteobacteria [meta_mOTU_v2_5320]
meta_mOTU_v2_5325,unknown Gammaproteobacteria [meta_mOTU_v2_5325]
meta_mOTU_v2_5332,unknown Gammaproteobacteria [meta_mOTU_v2_5332]
meta_mOTU_v2_5368,unknown Gammaproteobacteria [meta_mOTU_v2_5368]
meta_mOTU_v2_5371,unknown Gammaproteobacteria [meta_mOTU_v2_5371]
meta_mOTU_v2_5403,unknown Gammaproteobacteria [meta_mOTU_v2_5403]
meta_mOTU_v2_5410,unknown Gammaproteobacteria [meta_mOTU_v2_5410]
meta_mOTU_v2_5414,unknown Gammaproteobacteria [meta_mOTU_v2_5414]
meta_mOTU_v2_5419,unknown Gammaproteobacteria [meta_mOTU_v2_5419]
meta_mOTU_v2_5424,unknown Gammaproteobacteria [meta_mOTU_v2_5424]
meta_mOTU_v2_5468,unknown Gammaproteobacteria [meta_mOTU_v2_5468]
meta_mOTU_v2_5469,unknown Gammaproteobacteria [meta_mOTU_v2_5469]
meta_mOTU_v2_5494,unknown Gammaproteobacteria [meta_mOTU_v2_5494]
meta_mOTU_v2_5495,unknown Gammaproteobacteria [meta_mOTU_v2_5495]
meta_mOTU_v2_5497,unknown Gammaproteobacteria [meta_mOTU_v2_5497]
meta_mOTU_v2_5506,unknown Gammaproteobacteria [meta_mOTU_v2_5506]
meta_mOTU_v2_5527,unknown Gammaproteobacteria [meta_mOTU_v2_5527]
meta_mOTU_v2_5528,unknown Gammaproteobacteria [meta_mOTU_v2_5528]
meta_mOTU_v2_5529,unknown Gammaproteobacteria [meta_mOTU_v2_5529]
meta_mOTU_v2_5548,unknown Gammaproteobacteria [meta_mOTU_v2_5548]
meta_mOTU_v2_5549,unknown Gammaproteobacteria [meta_mOTU_v2_5549]
meta_mOTU_v2_5551,unknown Gammaproteobacteria [meta_mOTU_v2_5551]
meta_mOTU_v2_5586,unknown Gammaproteobacteria [meta_mOTU_v2_5586]
meta_mOTU_v2_5593,unknown Gammaproteobacteria [meta_mOTU_v2_5593]
meta_mOTU_v2_5612,unknown Gammaproteobacteria [meta_mOTU_v2_5612]
meta_mOTU_v2_5617,unknown Gammaproteobacteria [meta_mOTU_v2_5617]
meta_mOTU_v2_5627,unknown Gammaproteobacteria [meta_mOTU_v2_5627]
meta_mOTU_v2_5644,unknown Gammaproteobacteria [meta_mOTU_v2_5644]
meta_mOTU_v2_5646,unknown Gammaproteobacteria [meta_mOTU_v2_5646]
meta_mOTU_v2_5648,unknown Gammaproteobacteria [meta_mOTU_v2_5648]
meta_mOTU_v2_5671,unknown Gammaproteobacteria [meta_mOTU_v2_5671]
meta_mOTU_v2_5688,unknown Gammaproteobacteria [meta_mOTU_v2_5688]
meta_mOTU_v2_5705,unknown Gammaproteobacteria [meta_mOTU_v2_5705]
meta_mOTU_v2_5733,unknown Gammaproteobacteria [meta_mOTU_v2_5733]
meta_mOTU_v2_5770,unknown Gammaproteobacteria [meta_mOTU_v2_5770]
meta_mOTU_v2_5772,unknown Gammaproteobacteria [meta_mOTU_v2_5772]
meta_mOTU_v2_5774,unknown Gammaproteobacteria [meta_mOTU_v2_5774]
meta_mOTU_v2_5778,unknown Gammaproteobacteria [meta_mOTU_v2_5778]
meta_mOTU_v2_5835,unknown Gammaproteobacteria [meta_mOTU_v2_5835]
meta_mOTU_v2_5846,unknown Gammaproteobacteria [meta_mOTU_v2_5846]
meta_mOTU_v2_5855,unknown Gammaproteobacteria [meta_mOTU_v2_5855]
meta_mOTU_v2_5879,unknown Gammaproteobacteria [meta_mOTU_v2_5879]
meta_mOTU_v2_5884,unknown Gammaproteobacteria [meta_mOTU_v2_5884]
meta_mOTU_v2_5899,unknown Gammaproteobacteria [meta_mOTU_v2_5899]
meta_mOTU_v2_5909,unknown Gammaproteobacteria [meta_mOTU_v2_5909]
meta_mOTU_v2_5926,unknown Gammaproteobacteria [meta_mOTU_v2_5926]
meta_mOTU_v2_5928,unknown Gammaproteobacteria [meta_mOTU_v2_5928]
meta_mOTU_v2_5973,unknown Gammaproteobacteria [meta_mOTU_v2_5973]
meta_mOTU_v2_5990,unknown Gammaproteobacteria [meta_mOTU_v2_5990]
meta_mOTU_v2_6027,unknown Gammaproteobacteria [meta_mOTU_v2_6027]
meta_mOTU_v2_6062,unknown Gammaproteobacteria [meta_mOTU_v2_6062]
meta_mOTU_v2_6075,unknown Gammaproteobacteria [meta_mOTU_v2_6075]
meta_mOTU_v2_6085,unknown Gammaproteobacteria [meta_mOTU_v2_6085]
meta_mOTU_v2_6112,unknown Gammaproteobacteria [meta_mOTU_v2_6112]
meta_mOTU_v2_6150,unknown Gammaproteobacteria [meta_mOTU_v2_6150]
meta_mOTU_v2_6177,unknown Gammaproteobacteria [meta_mOTU_v2_6177]
meta_mOTU_v2_6185,unknown Gammaproteobacteria [meta_mOTU_v2_6185]
meta_mOTU_v2_6187,unknown Gammaproteobacteria [meta_mOTU_v2_6187]
meta_mOTU_v2_6203,unknown Gammaproteobacteria [meta_mOTU_v2_6203]
meta_mOTU_v2_6205,unknown Gammaproteobacteria [meta_mOTU_v2_6205]
meta_mOTU_v2_6212,unknown Gammaproteobacteria [meta_mOTU_v2_6212]
meta_mOTU_v2_6258,unknown Gammaproteobacteria [meta_mOTU_v2_6258]
meta_mOTU_v2_6262,unknown Gammaproteobacteria [meta_mOTU_v2_6262]
meta_mOTU_v2_6267,unknown Gammaproteobacteria [meta_mOTU_v2_6267]
meta_mOTU_v2_6307,unknown Gammaproteobacteria [meta_mOTU_v2_6307]
meta_mOTU_v2_6325,unknown Gammaproteobacteria [meta_mOTU_v2_6325]
meta_mOTU_v2_6352,unknown Gammaproteobacteria [meta_mOTU_v2_6352]
meta_mOTU_v2_6357,unknown Gammaproteobacteria [meta_mOTU_v2_6357]
meta_mOTU_v2_6373,unknown Gammaproteobacteria [meta_mOTU_v2_6373]
meta_mOTU_v2_6400,unknown Gammaproteobacteria [meta_mOTU_v2_6400]
meta_mOTU_v2_6406,unknown Gammaproteobacteria [meta_mOTU_v2_6406]
meta_mOTU_v2_6428,unknown Gammaproteobacteria [meta_mOTU_v2_6428]
meta_mOTU_v2_6446,unknown Gammaproteobacteria [meta_mOTU_v2_6446]
meta_mOTU_v2_6469,unknown Gammaproteobacteria [meta_mOTU_v2_6469]
meta_mOTU_v2_6486,unknown Gammaproteobacteria [meta_mOTU_v2_6486]
meta_mOTU_v2_6545,unknown Gammaproteobacteria [meta_mOTU_v2_6545]
meta_mOTU_v2_6578,unknown Gammaproteobacteria [meta_mOTU_v2_6578]
meta_mOTU_v2_6581,unknown Gammaproteobacteria [meta_mOTU_v2_6581]
meta_mOTU_v2_6624,unknown Gammaproteobacteria [meta_mOTU_v2_6624]
meta_mOTU_v2_6640,unknown Gammaproteobacteria [meta_mOTU_v2_6640]
meta_mOTU_v2_6642,unknown Gammaproteobacteria [meta_mOTU_v2_6642]
meta_mOTU_v2_6645,unknown Gammaproteobacteria [meta_mOTU_v2_6645]
meta_mOTU_v2_6659,unknown Gammaproteobacteria [meta_mOTU_v2_6659]
meta_mOTU_v2_6660,unknown Gammaproteobacteria [meta_mOTU_v2_6660]
meta_mOTU_v2_6678,unknown Gammaproteobacteria [meta_mOTU_v2_6678]
meta_mOTU_v2_6684,unknown Gammaproteobacteria [meta_mOTU_v2_6684]
